,id,author_id,text,created_at,Keyword
1088,1450233201977290752,32747056,RT @YahooNews: The suit alleges that Trump's security guards assaulted six people outside Trump Tower in New York while they were protestin…,2021-10-18T22:51:54.000Z,YHOO
1089,1450233148554588165,1231386370389749760,RT @YahooNews: The artist formerly known as Kanye West is now officially Ye. https://t.co/IPVHHgWD5p,2021-10-18T22:51:41.000Z,YHOO
1090,1450233123686391810,353200064,"RT @YahooSports: “If you see me, please just give me a fist bump and say a prayer that I can return from being 82 years old to acting like…",2021-10-18T22:51:35.000Z,YHOO
1091,1450233036646277126,836525664,U.S. Supreme Court again protects police accused of excessive force https://t.co/5iBJOiUM7u #SCOTUS,2021-10-18T22:51:14.000Z,YHOO
1092,1450232616821665794,1327624836995297284,"RT @YahooFinance: New bitcoin futures ETF could trigger rally to $168,000, analyst asserts https://t.co/RjCBRsn5CR by @zGuz https://t.co/cc…",2021-10-18T22:49:34.000Z,YHOO
1093,1450232490669576195,21611105,RT @YahooNews: The suit alleges that Trump's security guards assaulted six people outside Trump Tower in New York while they were protestin…,2021-10-18T22:49:04.000Z,YHOO
1094,1450232398516523010,1238083932526129154,RT @YahooNews: The suit alleges that Trump's security guards assaulted six people outside Trump Tower in New York while they were protestin…,2021-10-18T22:48:42.000Z,YHOO
1095,1450232357475266564,296881596,@Mthwa_Ka_Sihula 🤣🤣🤣 yhoo asoze,2021-10-18T22:48:32.000Z,YHOO
1096,1450232162716946439,25788158,"RT @YahooSports: “If you see me, please just give me a fist bump and say a prayer that I can return from being 82 years old to acting like…",2021-10-18T22:47:46.000Z,YHOO
1097,1450232078100881414,1343097005522956288,RT @sonyson90139022: Millions of Tigrayans are in dire conditions and many are dying from Ethiopia's man-made famine. EU must act immediate…,2021-10-18T22:47:26.000Z,YHOO
1098,1450231971980976134,7309052,The suit alleges that Trump's security guards assaulted six people outside Trump Tower in New York while they were protesting Trump's derogatory comments about Mexico and Mexican immigrants. https://t.co/8ssYo5hMs8,2021-10-18T22:47:00.000Z,YHOO
1099,1450230603970981891,634533128,RT @YahooEnt: Here's a first look at Bachelorette Michelle's 'class photo' with her men https://t.co/i595IaOpBB https://t.co/NdrxcSrCHG,2021-10-18T22:41:34.000Z,YHOO
1100,1450230574753456130,1069240910452531202,RT @sonyson90139022: Millions of Tigrayans are in dire conditions and many are dying from Ethiopia's man-made famine. EU must act immediate…,2021-10-18T22:41:27.000Z,YHOO
1101,1450230433602580484,893619799120650242,"The day finally came to an end , yhoo😩😬",2021-10-18T22:40:54.000Z,YHOO
1102,1450230277721104388,2951417750,"RT @MothersOutFront: The children of West Virginia are relying on you @Sen_JoeManchin to take action for the Build Back Better Agenda. 
You…",2021-10-18T22:40:16.000Z,YHOO
1103,1450230258351984646,1383042401841901568,Millions of Tigrayans are in dire conditions and many are dying from Ethiopia's man-made famine. EU must act immediately to end the blockade and recognize the #TigrayGenocide. #EUActNow @luigidimaio @JosepBorrellF @Mariearenaps @EUSR_Weber @FMCastaldo https://t.co/xDKkFxeXAG,2021-10-18T22:40:12.000Z,YHOO
1104,1450229830297944065,710699049041539072,RT @YahooNews: The artist formerly known as Kanye West is now officially Ye. https://t.co/IPVHHgWD5p,2021-10-18T22:38:30.000Z,YHOO
1105,1450228973343023104,1450013249181831171,"@LamiezHolworthy Yhoo nagana fela, molala ontse soo, wa go reng ga o fihla ko ntlung mare 😖😜",2021-10-18T22:35:05.000Z,YHOO
1106,1450228723630870529,634533128,RT @YahooEnt: Michael J. Fox on raising $1 billion to help find Parkinson’s cure: ‘I won’t stop until it happens’ https://t.co/RLKaEfbNvb h…,2021-10-18T22:34:06.000Z,YHOO
1107,1450228668719149059,312813243,RT @YahooNews: The artist formerly known as Kanye West is now officially Ye. https://t.co/IPVHHgWD5p,2021-10-18T22:33:53.000Z,YHOO
1108,1450228615027863553,1173645737286078465,@yinkabdul_ 😒 ... Yhoo!,2021-10-18T22:33:40.000Z,YHOO
1109,1450228415852843010,746717951332585474,RT @YahooNews: The artist formerly known as Kanye West is now officially Ye. https://t.co/IPVHHgWD5p,2021-10-18T22:32:52.000Z,YHOO
1110,1450227844202713095,1338354975513092099,Millions of Tigrayans are in dire conditions and many are dying from Ethiopia's man-made famine. EU must act immediately to end the blockade and recognize the #TigrayGenocide. #EUActNow @luigidimaio @JosepBorrellF @Mariearenaps @EUSR_Weber @FMCastaldo https://t.co/5KWDeaObvS,2021-10-18T22:30:36.000Z,YHOO
1111,1450227838049685507,21964913,RT @YahooNews: The artist formerly known as Kanye West is now officially Ye. https://t.co/IPVHHgWD5p,2021-10-18T22:30:35.000Z,YHOO
1112,1450227775944728578,333382769,@GillianA @louisezus Luff yhoo x,2021-10-18T22:30:20.000Z,YHOO
1113,1450227720470761473,1329326266411978753,Millions of Tigrayans are in dire conditions and many are dying from Ethiopia's man-made famine. EU must act immediately to end the blockade and recognize the #TigrayGenocide. #EUActNow @luigidimaio @JosepBorrellF @Mariearenaps @EUSR_Weber @FMCastaldo https://t.co/nKcfXmnBYo,2021-10-18T22:30:07.000Z,YHOO
1114,1450227692444475392,212715586,"Wedding vendors, what would you never do at your own wedding? https://t.co/vKNUbMRQZp",2021-10-18T22:30:00.000Z,YHOO
1115,1450227563192782851,7309052,The artist formerly known as Kanye West is now officially Ye. https://t.co/IPVHHgWD5p,2021-10-18T22:29:29.000Z,YHOO
1116,1450227464513392642,1300540498457833473,RT @YahooNews: Microsoft executives in 2008 warned Bill Gates to stop sending flirtatious emails to a female employee but dropped the matte…,2021-10-18T22:29:06.000Z,YHOO
1117,1450227197059506183,1439366876136681482,Millions of Tigrayans are in dire conditions and many are dying from Ethiopia's man-made famine. EU must act immediately to end the blockade and recognize the #TigrayGenocide. #EUActNow @luigidimaio @JosepBorrellF @Mariearenaps @EUSR_Weber @FMCastaldo https://t.co/YvIqWCWQO3,2021-10-18T22:28:02.000Z,YHOO
1118,1450226865218768898,634533128,RT @YahooEnt: Mel Gibson to star in ‘John Wick’ prequel series ‘The Continental’ at Starz https://t.co/CDeLnCPVi3 https://t.co/xEjEsdHqMU,2021-10-18T22:26:43.000Z,YHOO
1119,1450226836948983808,1414095577374023681,"RT @CharliCohen: CC x @Pokemon ELECTRIC/CITY is the result of nearly a year of blood, sweat, tears and an obsession with on boarding the wo…",2021-10-18T22:26:36.000Z,YHOO
1120,1450226498309349380,1090008005935095810,"RT @YahooFantasy: Single-game DFS contests are live for Red Sox/Astros!

Here's some tips for your lineup from @NBCSportsEdge ➡️ https://t.…",2021-10-18T22:25:15.000Z,YHOO
1121,1450226339731185668,1443836996737249326,Millions of Tigrayans are in dire conditions and many are dying from Ethiopia's man-made famine. EU must act immediately to end the blockade and recognize the #TigrayGenocide. #EUActNow @luigidimaio @JosepBorrellF @Mariearenaps @EUSR_Weber @FMCastaldo https://t.co/sRtq8sFWVv,2021-10-18T22:24:37.000Z,YHOO
1122,1450225745834426370,332885957,RT @YahooNews: Microsoft executives in 2008 warned Bill Gates to stop sending flirtatious emails to a female employee but dropped the matte…,2021-10-18T22:22:16.000Z,YHOO
1123,1450225611939749899,385703540,"RT @YahooNews: The CDC recently published data evaluating Americans' rate of coronavirus cases and deaths by vaccine status, providing more…",2021-10-18T22:21:44.000Z,YHOO
1124,1450225545317257218,472707517,"COMPANY TO WATCH:  TaskHuman.

TaskHuman and Intelycare have partnered to focus on the health and wellness of nurses and other caregivers. This is one of dozens of markets where TaskHuman is playing a leadership role with its digit…https://t.co/O1EnMJBMwn https://t.co/y16q3Zs7Nl",2021-10-18T22:21:28.000Z,YHOO
1125,1450225373619306499,1003243988,Millions of Tigrayans are in dire conditions and many are dying from Ethiopia's man-made famine. EU must act immediately to end the blockade and recognize the #TigrayGenocide. #EUActNow @luigidimaio @JosepBorrellF @Mariearenaps @EUSR_Weber @FMCastaldo https://t.co/t2Gv0NQI1z,2021-10-18T22:20:47.000Z,YHOO
1126,1450225160620019713,68801460,"RT @YahooNews: The CDC recently published data evaluating Americans' rate of coronavirus cases and deaths by vaccine status, providing more…",2021-10-18T22:19:56.000Z,YHOO
1127,1450225146120204289,68801460,"RT @YahooNews: Dying from COVID-19 is extremely uncommon for the fully vaccinated, but at 84 years old, Colin Powell fell into high-risk gr…",2021-10-18T22:19:53.000Z,YHOO
1128,1450225079435075590,2863865155,"RT @WALLACHLEGAL: On the next @ConDetrimental, we will be joined by @YahooSports NFL senior reporter @CharlesRobinson. Looking forward to d…",2021-10-18T22:19:37.000Z,YHOO
1129,1450225000150077443,1371503824423247873,Millions of Tigrayans are in dire conditions and many are dying from Ethiopia's man-made famine. EU must act immediately to end the blockade and recognize the #TigrayGenocide. #EUActNow @luigidimaio @JosepBorrellF @Mariearenaps @EUSR_Weber @FMCastaldo https://t.co/meDfZLZj60,2021-10-18T22:19:18.000Z,YHOO
1130,1450224886861877249,59578815,"Single-game DFS contests are live for Red Sox/Astros!

Here's some tips for your lineup from @NBCSportsEdge ➡️ https://t.co/MnznDzSBHB https://t.co/iQPhRy30xB",2021-10-18T22:18:51.000Z,YHOO
1131,1450224778661478402,1116831905675141122,😹😹😹... yhoo vele ngoba iphuma ekas? https://t.co/j5VY8wgjlV,2021-10-18T22:18:25.000Z,YHOO
1132,1450224719307804672,1337500800830955521,"RT @YahooFinance: Albertsons CEO: Food inflation 'manageable,' supply chain woes 'nothing' like early stages of COVID-19 https://t.co/38dcM…",2021-10-18T22:18:11.000Z,YHOO
1133,1450224633270226957,3434305366,RT @YahooNews: Pope Francis on Saturday delivered a speech that demanded powerful institutions change their ways of operating in order to b…,2021-10-18T22:17:51.000Z,YHOO
1134,1450224414377775105,37270422,"RT @YahooNews: The CDC recently published data evaluating Americans' rate of coronavirus cases and deaths by vaccine status, providing more…",2021-10-18T22:16:58.000Z,YHOO
1135,1450224239924203523,4892960296,"RT @YahooEnt: 'Smallville' stars Tom Welling, Kristin Kreuk and Michael Rosenbaum discuss the show's legacy on its 20th anniversary https:/…",2021-10-18T22:16:17.000Z,YHOO
1136,1450224104712384517,332024499,RT @tresbcom: #Fotogalería 📸 Estos son los Premio Planeta mejor y peor valorados por los lectores de los últimos 20 años https://t.co/0O4v3…,2021-10-18T22:15:45.000Z,YHOO
1137,1450223931986743311,1017045852945252352,RT @QiqaNjenjesi: Yhoo ha a @RealXavier011  kanti akulalwa bafo? 😂😭😭,2021-10-18T22:15:03.000Z,YHOO
1138,1450223660267184133,302284089,RT @YahooNews: The death of storied general and statesman Colin Powell from complications related to COVID-19 should not lead to any concer…,2021-10-18T22:13:59.000Z,YHOO
1139,1450223659432431617,1231838503379591169,@kvng_quofi_ Yhoo,2021-10-18T22:13:58.000Z,YHOO
1140,1450223437134376963,1278782514,"RT @YahooNews: “W/out a clean energy standard in the reconciliation package, Biden admin cannot meet pledge of 50% reduction in U.S. carbon…",2021-10-18T22:13:05.000Z,YHOO
1141,1450223329567076354,1313116323635957760,RT @TheRealKMcKidd: @GreysABC sneak of Owen n Callie time - 8pm this Thursday  http://t.co/jDHXSiLGjE http://t.co/4NNS3fxCLv”,2021-10-18T22:12:40.000Z,YHOO
1142,1450223156128538624,2935665689,RT @YahooNews: Pope Francis on Saturday delivered a speech that demanded powerful institutions change their ways of operating in order to b…,2021-10-18T22:11:58.000Z,YHOO
1143,1450223013849358339,7309052,"Microsoft executives in 2008 warned Bill Gates to stop sending flirtatious emails to a female employee but dropped the matter after he told them he would stop, the company revealed Monday. https://t.co/1Gp3LLZL4d",2021-10-18T22:11:24.000Z,YHOO
1144,1450223005582385157,143551382,"RT @YahooSports: “If you see me, please just give me a fist bump and say a prayer that I can return from being 82 years old to acting like…",2021-10-18T22:11:23.000Z,YHOO
1145,1450222945016688644,2213084613,RT @QiqaNjenjesi: Yhoo ha a @RealXavier011  kanti akulalwa bafo? 😂😭😭,2021-10-18T22:11:08.000Z,YHOO
1146,1450222886602510337,2683326324,"RT @YahooSports: “If you see me, please just give me a fist bump and say a prayer that I can return from being 82 years old to acting like…",2021-10-18T22:10:54.000Z,YHOO
1147,1450222882810994688,444987701,"Calling all last-minute drafters 🚨 

There’s still time to get in the game with @YahooFantasy. Join or create your league NOW!

➡️ https://t.co/GLbqT9Cg8Y https://t.co/asL85TBK9y",2021-10-18T22:10:53.000Z,YHOO
1148,1450222220958109697,1437742058,"RT @WALLACHLEGAL: On the next @ConDetrimental, we will be joined by @YahooSports NFL senior reporter @CharlesRobinson. Looking forward to d…",2021-10-18T22:08:15.000Z,YHOO
1149,1450222210816303107,954145275962118145,@ChinaLikuye 😂😂😂 Ngabafana base Bhayi ke abo. Ncuvist yhoo🙆,2021-10-18T22:08:13.000Z,YHOO
1150,1450222162019819523,277220276,"RT @YahooSports: “If you see me, please just give me a fist bump and say a prayer that I can return from being 82 years old to acting like…",2021-10-18T22:08:01.000Z,YHOO
1151,1450222119636410379,1244596581963370497,@ReaSeboga I really wish it was that easy for me yhoo😭 go neng,2021-10-18T22:07:51.000Z,YHOO
1152,1450221998597152772,263810192,"RT @YahooNews: Trump claims in the lawsuit that the request “is almost limitless in scope,” and seeks records with no reasonable connection…",2021-10-18T22:07:22.000Z,YHOO
1153,1450221907064893448,19380829,"RT @YahooNews: Some of the world's biggest celebrities joined Britain's Prince William in London on Sunday night for first-ever ""Earthshot…",2021-10-18T22:07:01.000Z,YHOO
1154,1450221888471511041,875673310809530368,RT @YahooEnt: Kanye West officially changes name to Ye https://t.co/wIo2WaV7AL https://t.co/yDmgRZuLwB,2021-10-18T22:06:56.000Z,YHOO
1155,1450221803339649033,554583950,"RT @YahooSports: “If you see me, please just give me a fist bump and say a prayer that I can return from being 82 years old to acting like…",2021-10-18T22:06:36.000Z,YHOO
1156,1450221467845660674,2730666486,"Former UFC fighter, 52-fight veteran Brian Gassaway dead at 49 - Yahoo Sports https://t.co/egLepSEvdS",2021-10-18T22:05:16.000Z,YHOO
1157,1450221375977771009,299309582,"RT @YahooSports: “If you see me, please just give me a fist bump and say a prayer that I can return from being 82 years old to acting like…",2021-10-18T22:04:54.000Z,YHOO
1158,1450221256364728321,430148188,RT @QiqaNjenjesi: Yhoo ha a @RealXavier011  kanti akulalwa bafo? 😂😭😭,2021-10-18T22:04:25.000Z,YHOO
1159,1450221157693730816,1090008005935095810,"RT @YahooFantasy: Does your fantasy hockey team need an early season boost?

@StevenPsihogios has an add for each category ➡️ https://t.co/…",2021-10-18T22:04:02.000Z,YHOO
1160,1450221153096712195,3579205397,"RT @MSHDA: Investing in a space heater will not only keep you warm during the chilly fall and winter months, but it could even save you mon…",2021-10-18T22:04:01.000Z,YHOO
1161,1450221067050622976,1124770350540181504,Yhoo ha a @RealXavier011  kanti akulalwa bafo? 😂😭😭,2021-10-18T22:03:40.000Z,YHOO
1162,1450220868630499331,1096163647481511936,RT @YahooNews: Jill Biden on Sunday returned to the South Carolina Baptist church where she says she began to repair her relationship with…,2021-10-18T22:02:53.000Z,YHOO
1163,1450220829351022596,1090008005935095810,"RT @YahooSports: The Seahawks reached out to Cam Newton with Russell Wilson sidelined, according to Pete Carroll 👀

➡️ https://t.co/vG8yLww…",2021-10-18T22:02:44.000Z,YHOO
1164,1450220763043164161,810114539182166016,"RT @YahooSports: “If you see me, please just give me a fist bump and say a prayer that I can return from being 82 years old to acting like…",2021-10-18T22:02:28.000Z,YHOO
1165,1450220715928604676,818330486,RT @YahooFinance: Facebook: 30 journalists working on 'coordinated' articles based on new leaked documents https://t.co/niXr76YQja by @Dani…,2021-10-18T22:02:17.000Z,YHOO
1166,1450220421610188803,507937565,"Treasury puts crypto industry on notice over the rising of ransomware attacks, Yahoo News reports. Read here: https://t.co/9o5679DL1g https://t.co/ChdsgQuWY8",2021-10-18T22:01:06.000Z,YHOO
1167,1450220308640710657,1098975802237038593,RT @YahooEnt: Kanye West officially changes name to Ye https://t.co/wIo2WaV7AL https://t.co/yDmgRZuLwB,2021-10-18T22:00:40.000Z,YHOO
1168,1450220219738243075,935493572,"RT @YahooSports: “If you see me, please just give me a fist bump and say a prayer that I can return from being 82 years old to acting like…",2021-10-18T22:00:18.000Z,YHOO
1169,1450220191212834824,1173569465851756544,.@JuniperNetworks and @arqitltd have signed a Technology Alliance Partner Connect agreement to explore network security technology that will protect against quantum security threats. 🔐 Learn more: https://t.co/lLZBPSvN2Q https://t.co/jJXuVDtfnJ,2021-10-18T22:00:12.000Z,YHOO
1170,1450219968084299782,55108867,"Yhoo!! Tia Sana pheza ngoku, uyandilalisa #Ayikhale https://t.co/ttZdHuM8SC",2021-10-18T21:59:18.000Z,YHOO
1171,1450219854670094338,45997447,"RT @YahooEnt: 'Smallville' stars Tom Welling, Kristin Kreuk and Michael Rosenbaum discuss the show's legacy on its 20th anniversary https:/…",2021-10-18T21:58:51.000Z,YHOO
1172,1450219629952053251,17852343,Mel Gibson to star in ‘John Wick’ prequel series ‘The Continental’ at Starz https://t.co/CDeLnCPVi3 https://t.co/xEjEsdHqMU,2021-10-18T21:57:58.000Z,YHOO
1173,1450219590022270976,389242425,"RT @YahooSports: “If you see me, please just give me a fist bump and say a prayer that I can return from being 82 years old to acting like…",2021-10-18T21:57:48.000Z,YHOO
1174,1450219465551933441,1374262204359348224,"RT @CharliCohen: CC x @Pokemon ELECTRIC/CITY is the result of nearly a year of blood, sweat, tears and an obsession with on boarding the wo…",2021-10-18T21:57:19.000Z,YHOO
1175,1450219354092621824,17713659,"RT @YahooNews: “W/out a clean energy standard in the reconciliation package, Biden admin cannot meet pledge of 50% reduction in U.S. carbon…",2021-10-18T21:56:52.000Z,YHOO
1176,1450219336761815042,2452316197,"RT @MothersOutFront: The children of West Virginia are relying on you @Sen_JoeManchin to take action for the Build Back Better Agenda. 
You…",2021-10-18T21:56:48.000Z,YHOO
1177,1450219331548291077,10453682,"RT @YahooSports: “If you see me, please just give me a fist bump and say a prayer that I can return from being 82 years old to acting like…",2021-10-18T21:56:47.000Z,YHOO
1178,1450219258588319746,1319783156170489858,"RT @YahooNews: “W/out a clean energy standard in the reconciliation package, Biden admin cannot meet pledge of 50% reduction in U.S. carbon…",2021-10-18T21:56:29.000Z,YHOO
1179,1450219245703467011,242502822,"RT @YahooSports: “If you see me, please just give me a fist bump and say a prayer that I can return from being 82 years old to acting like…",2021-10-18T21:56:26.000Z,YHOO
1180,1450219236777922564,1231488774334320641,"RT @YahooSports: “If you see me, please just give me a fist bump and say a prayer that I can return from being 82 years old to acting like…",2021-10-18T21:56:24.000Z,YHOO
1181,1450219141638590471,195555981,"RT @YahooSports: “If you see me, please just give me a fist bump and say a prayer that I can return from being 82 years old to acting like…",2021-10-18T21:56:01.000Z,YHOO
1182,1450218943877156865,1262315744,RT @YahooEnt: Kanye West officially changes name to Ye https://t.co/wIo2WaV7AL https://t.co/yDmgRZuLwB,2021-10-18T21:55:14.000Z,YHOO
1183,1450218942413344774,721353507,"RT @YahooSports: Big congrats to the @chicagosky for winning their first @WNBA championship 🏆

What a moment last night. 

Full recap on #T…",2021-10-18T21:55:14.000Z,YHOO
1184,1450218791699320832,463993035,"RT @YahooSports: “If you see me, please just give me a fist bump and say a prayer that I can return from being 82 years old to acting like…",2021-10-18T21:54:38.000Z,YHOO
1185,1450218771105390597,771146211487125504,RT @techjunkiejh: Washington Post Publishes Blistering Exposé of #JeffBezos’ ‘Dysfunctional’ Blue Origin https://t.co/X3UTAkDyC6 #TechJunki…,2021-10-18T21:54:33.000Z,YHOO
1186,1450218759969456130,1040276257,"RT @YahooSports: “If you see me, please just give me a fist bump and say a prayer that I can return from being 82 years old to acting like…",2021-10-18T21:54:30.000Z,YHOO
1187,1450218728344358917,22315756,"RT @YahooSports: “If you see me, please just give me a fist bump and say a prayer that I can return from being 82 years old to acting like…",2021-10-18T21:54:23.000Z,YHOO
1188,1450218625051332611,1531087627,RT @YahooFinance: Two crypto-lending firms ordered shut by New York’s James https://t.co/6jNLUQUqfK via @business https://t.co/wY4yrm7DKd,2021-10-18T21:53:58.000Z,YHOO
1189,1450218609784115205,365786045,"RT @YahooSports: “If you see me, please just give me a fist bump and say a prayer that I can return from being 82 years old to acting like…",2021-10-18T21:53:54.000Z,YHOO
1190,1450218608165068802,243311505,"RT @YahooSports: “If you see me, please just give me a fist bump and say a prayer that I can return from being 82 years old to acting like…",2021-10-18T21:53:54.000Z,YHOO
1191,1450218600321589254,1488347929,"RT @YahooSports: “If you see me, please just give me a fist bump and say a prayer that I can return from being 82 years old to acting like…",2021-10-18T21:53:52.000Z,YHOO
1192,1450218571674488834,456722743,"RT @YahooSports: “If you see me, please just give me a fist bump and say a prayer that I can return from being 82 years old to acting like…",2021-10-18T21:53:45.000Z,YHOO
1193,1450218464321228800,432570714,"RT @YahooSports: “If you see me, please just give me a fist bump and say a prayer that I can return from being 82 years old to acting like…",2021-10-18T21:53:20.000Z,YHOO
1194,1450218461637009409,20428546,"RT @YahooNews: “W/out a clean energy standard in the reconciliation package, Biden admin cannot meet pledge of 50% reduction in U.S. carbon…",2021-10-18T21:53:19.000Z,YHOO
1195,1450218391130738689,845562670157910016,"@Igoduka Yhoo I've been reading the comments, akho nomnye othe Libode or Port St John's.. Caba abantu bakhuthi abekho ku twitter 😂😂😭😭😭😭😭",2021-10-18T21:53:02.000Z,YHOO
1196,1450218367386742784,7302282,"“If you see me, please just give me a fist bump and say a prayer that I can return from being 82 years old to acting like I’m 12.""

Longtime ESPN basketball analyst Dick Vitale announces he has been diagnosed with lymphoma.

➡️ https://t.co/5jMWCilbfh https://t.co/wdNSCoi8tJ",2021-10-18T21:52:57.000Z,YHOO
1197,1450218255780655106,851485470,"RT @YahooNews: “W/out a clean energy standard in the reconciliation package, Biden admin cannot meet pledge of 50% reduction in U.S. carbon…",2021-10-18T21:52:30.000Z,YHOO
1198,1450218125945970689,105594754,"RT @YahooNews: “W/out a clean energy standard in the reconciliation package, Biden admin cannot meet pledge of 50% reduction in U.S. carbon…",2021-10-18T21:51:59.000Z,YHOO
1199,1450218022904287232,943952297951879168,RT @YahooEnt: Kanye West officially changes name to Ye https://t.co/wIo2WaV7AL https://t.co/yDmgRZuLwB,2021-10-18T21:51:35.000Z,YHOO
1200,1450217879757070338,1682157414,"The children of West Virginia are relying on you @Sen_JoeManchin to take action for the Build Back Better Agenda. 
Your state is at risk of being the next climate catastrophe and you have a chance to prevent it.
https://t.co/pbwM2D5b8i",2021-10-18T21:51:00.000Z,YHOO
1201,1450217553016639489,415825623,RT @YahooEnt: Michael J. Fox on raising $1 billion to help find Parkinson’s cure: ‘I won’t stop until it happens’ https://t.co/RLKaEfbNvb h…,2021-10-18T21:49:43.000Z,YHOO
1202,1450217531613061123,539573373,RT @YahooNews: Jill Biden on Sunday returned to the South Carolina Baptist church where she says she began to repair her relationship with…,2021-10-18T21:49:37.000Z,YHOO
1203,1450217528878407688,7309052,"“W/out a clean energy standard in the reconciliation package, Biden admin cannot meet pledge of 50% reduction in U.S. carbon emissions by 2030. And international climate negotiations begin to collapse.” https://t.co/1acakQCFXH",2021-10-18T21:49:37.000Z,YHOO
1204,1450217514517114881,1046038344612933632,Yhoo😂😭 https://t.co/OsWXxJhYfC,2021-10-18T21:49:33.000Z,YHOO
1205,1450217426365386754,1172167466,Yhoo niyamlinga uThixo mna soze https://t.co/R4KNNoLHjo,2021-10-18T21:49:12.000Z,YHOO
1206,1450217358493057025,204717776,RT @YahooEnt: Michael J. Fox on raising $1 billion to help find Parkinson’s cure: ‘I won’t stop until it happens’ https://t.co/RLKaEfbNvb h…,2021-10-18T21:48:56.000Z,YHOO
1207,1450217009317351424,242428202,@BonoloRiba Yhoo kante I'm not alone,2021-10-18T21:47:33.000Z,YHOO
1208,1450216880279523343,3064266184,Washington Post Publishes Blistering Exposé of #JeffBezos’ ‘Dysfunctional’ Blue Origin https://t.co/X3UTAkDyC6 #TechJunkieNews #Career #CareersTj #TechJunkieInvest https://t.co/izIKTixLpZ,2021-10-18T21:47:02.000Z,YHOO
1209,1450216735878025224,1091131324675575808,"@Yeshua4Animals @fartgenius @YALiberty @RandPaul Tell that to this Brazilian city

https://t.co/n4JhFCbqya",2021-10-18T21:46:28.000Z,YHOO
1210,1450216448211787786,21320186,Shaquille O'Neal on learning to 'stop being a brat' and denouncing his celebrity status. https://t.co/DwINeICFgW https://t.co/EMggj85Ib5,2021-10-18T21:45:19.000Z,YHOO
1211,1450215865123803137,1413651845600382978,Millions of Tigrayans are in dire conditions and many are dying from Ethiopia's man-made famine. EU must act immediately to end the blockade and recognize the #TigrayGenocide. #EUActNow @luigidimaio @JosepBorrellF @Mariearenaps @EUSR_Weber @FMCastaldo https://t.co/KB7lB8oqV8,2021-10-18T21:43:00.000Z,YHOO
1212,1450215388701151233,528626379,RT @YahooEnt: Michael J. Fox on raising $1 billion to help find Parkinson’s cure: ‘I won’t stop until it happens’ https://t.co/RLKaEfbNvb h…,2021-10-18T21:41:07.000Z,YHOO
1213,1450215373278785537,480684114,Colin Powell dies of COVID-19 complications - https://t.co/tcOxKGGbqP via @YahooNews,2021-10-18T21:41:03.000Z,YHOO
1214,1450215077647470596,4347412281,YHOO,2021-10-18T21:39:52.000Z,YHOO
1215,1450214903776743428,1440714574592831495,RT @fevenmehari6: Millions of Tigrayans are in dire conditions and many are dying from Ethiopia's man-made famine. EU must act immediately…,2021-10-18T21:39:11.000Z,YHOO
1216,1450214849376661514,1677184237,"RT @YahooNews: Trump claims in the lawsuit that the request “is almost limitless in scope,” and seeks records with no reasonable connection…",2021-10-18T21:38:58.000Z,YHOO
1217,1450214325780721666,1224404022687346688,@TheRealMvui @emteerecords Amamenemene yhoo💯😭,2021-10-18T21:36:53.000Z,YHOO
1218,1450214192900939778,17852343,Michael J. Fox on raising $1 billion to help find Parkinson’s cure: ‘I won’t stop until it happens’ https://t.co/RLKaEfbNvb https://t.co/b4LxHxSMRM,2021-10-18T21:36:21.000Z,YHOO
1219,1450214101486014480,1194733791316774914,"Unusual Volume
IO - Vol 81131226 (+32193.22%), Price 2.0800, https://t.co/geFzuFn2fs
TRMD - Vol 3594880 (+11490.40%), Price 9.30, https://t.co/iNPJiZbgcY
MGTX - Vol 4861122 (+7717.45%), Price 18.15, https://t.co/Oqh84Lnrfv
#YahooFinance",2021-10-18T21:36:00.000Z,YHOO
1220,1450213819137998851,1450208701537603588,"RT @YahooFinance: Albertsons CEO: Food inflation 'manageable,' supply chain woes 'nothing' like early stages of COVID-19 https://t.co/38dcM…",2021-10-18T21:34:52.000Z,YHOO
1221,1450213800595103745,1090008005935095810,"RT @YahooFantasy: ICYMI: @MattHarmon_BYB discusses what he cares and doesn't care about most from Week 6's fantasy action!

➡ https://t.co/…",2021-10-18T21:34:48.000Z,YHOO
1222,1450213799538143232,1448068390837493764,RT @YahooEnt: Kanye West officially changes name to Ye https://t.co/wIo2WaV7AL https://t.co/yDmgRZuLwB,2021-10-18T21:34:48.000Z,YHOO
1223,1450213686644289546,22458771,"RT @YahooNews: Trump claims in the lawsuit that the request “is almost limitless in scope,” and seeks records with no reasonable connection…",2021-10-18T21:34:21.000Z,YHOO
1224,1450213602435207172,2401853988,"RT @YahooNews: Trump claims in the lawsuit that the request “is almost limitless in scope,” and seeks records with no reasonable connection…",2021-10-18T21:34:01.000Z,YHOO
1225,1450213380195864576,1330006124041474048,"$DGBI
Digital Brands: comes in 2nd on Fintel’s weekly short list with a score of 95.94. The stock has 18.8% of its free float shorted. Raw short interest in Digital Brands is up 973% in the last reporting period. The borrow cost is 37.1% in shares.
https://t.co/SW1h5X92oe",2021-10-18T21:33:08.000Z,YHOO
1226,1450213352798662662,1416820808060751874,"RT @YahooNews: Trump claims in the lawsuit that the request “is almost limitless in scope,” and seeks records with no reasonable connection…",2021-10-18T21:33:01.000Z,YHOO
